도시별,지출목적별,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,05 가정용품 및 가사 서비스,73.708,73.531,73.796,73.753,74.318,78.426,81.704,80.872,86.238,90.223,90.736,91.273,92.676,94.198,95.532,97.277,99.267,100.00,101.44,105.35
,06 보건,81.906,82.941,84.616,85.519,87.049,88.685,90.328,91.738,92.739,93.780,93.785,94.927,96.263,97.280,98.271,98.036,98.713,100.00,99.75,100.41
,07 교통,80.209,82.507,86.085,90.232,93.905,102.291,98.274,103.545,112.330,112.776,114.068,112.577,102.001,98.203,102.280,104.735,102.109,100.00,107.84,119.57
,08 통신,120.589,118.699,116.578,115.101,112.828,111.225,111.050,109.930,108.218,105.480,105.398,105.383,105.120,105.206,105.512,104.580,102.157,100.00,98.85,99.85
,09 오락 및 문화,97.750,98.192,98.284,95.433,93.042,94.041,96.785,97.702,99.331,99.541,100.129,99.962,99.160,100.878,100.678,101.312,101.213,100.00,100.68,103.53
,10 교육,68.462,72.361,74.409,78.519,83.342,86.721,88.047,91.023,93.192,95.248,97.311,98.089,100.398,101.353,103.258,104.489,103.621,100.00,100.25,102.21
,11 음식 및 숙박,63.887,67.304,69.252,69.696,70.723,74.792,77.793,79.630,85.807,85.204,86.381,87.670,89.315,89.891,91.954,95.402,98.727,100.00,102.22,111.24
,12 기타 상품 및 서비스,56.066,57.696,58.990,61.925,65.224,70.652,74.271,76.526,79.593,80.823,82.761,85.269,86.866,91.309,96.528,97.242,98.231,100.00,101.98,109.54
　　　　　　순천시,0 총지수,70.582,72.801,74.870,76.474,78.557,82.307,84.846,87.772,91.444,92.898,94.039,95.328,95.306,96.007,97.837,99.362,99.595,100.00,102.63,108.48
,01 식료품 및 비주류음료,53.560,57.309,59.029,59.388,60.932,63.441,69.555,74.905,79.337,83.987,85.868,87.375,87.695,90.484,93.060,95.074,96.015,100.00,104.65,110.62
,02 주류 및 담배,52.620,53.115,60.539,60.444,60.944,61.342,61.862,62.235,62.805,63.925,65.022,65.190,97.919,98.057,99.802,99.500,100.034,100.00,100.32,102.64
,03 의류 및 신발,68.927,69.124,69.849,71.584,73.463,75.390,79.475,81.756,84.638,88.700,91.345,95.019,96.307,97.850,98.863,100.131,99.904,100.00,100.57,103.92
,"04 주택, 수도, 전기 및 연료",72.807,74.690,77.361,79.708,81.345,85.845,85.542,88.063,94.242,97.496,100.321,102.295,98.925,97.186,99.024,99.234,100.065,100.00,102.36,111.49
,05 가정용품 및 가사 서비스,76.920,76.780,77.289,77.160,79.376,82.893,85.656,85.237,89.023,90.140,90.569,91.785,93.699,95.317,96.975,98.256,100.070,100.00,102.10,106.83
,06 보건,84.407,85.730,87.558,88.791,90.374,92.045,93.161,94.665,96.345,96.718,96.223,96.379,97.506,98.150,98.866,98.740,98.825,100.00,99.80,100.77
,07 교통,79.776,82.181,86.016,90.424,94.243,102.987,99.239,103.926,112.335,114.819,113.972,111.786,100.933,97.348,102.009,104.597,102.218,100.00,107.17,119.07
,08 통신,120.674,118.695,116.520,115.073,112.772,111.112,110.956,109.875,108.137,105.427,105.308,105.281,105.120,105.206,105.512,104.580,102.157,100.00,98.85,99.85
,09 오락 및 문화,97.134,97.019,96.953,94.166,91.799,92.631,95.305,96.218,97.814,97.877,98.874,99.124,98.756,100.675,100.720,101.226,100.875,100.00,100.71,103.77
,10 교육,70.298,74.307,76.460,80.048,86.247,89.465,92.715,95.542,95.216,95.805,96.822,98.848,100.578,101.660,101.851,104.301,103.674,100.00,100.87,101.75
,11 음식 및 숙박,66.680,68.997,69.728,70.571,71.879,76.480,79.258,81.636,86.649,85.018,85.805,88.022,89.969,91.133,92.321,96.461,98.815,100.00,102.89,110.61
,12 기타 상품 및 서비스,58.125,58.712,60.980,64.852,68.124,74.583,80.661,83.300,85.611,83.355,85.241,87.863,89.909,93.620,96.989,96.873,98.024,100.00,101.78,107.54
　　　경상북도,0 총지수,71.015,73.414,75.593,77.345,79.241,83.437,85.409,88.111,91.863,93.713,94.798,95.758,95.795,96.452,98.240,99.703,99.875,100.00,102.74,108.74
,01 식료품 및 비주류음료,53.500,57.666,59.298,59.872,61.982,65.169,70.229,75.593,82.303,85.700,86.389,87.151,88.501,90.577,93.257,96.456,96.089,100.00,105.65,112.40
,02 주류 및 담배,51.059,51.682,59.139,59.065,59.228,59.632,60.347,60.618,61.179,62.057,62.877,62.921,97.244,97.899,99.142,99.339,99.691,100.00,100.11,102.16
,03 의류 및 신발,67.951,68.260,68.965,70.717,72.608,74.550,78.384,80.879,83.486,87.442,90.087,93.591,94.915,96.665,97.842,98.903,99.112,100.00,100.52,103.78
,"04 주택, 수도, 전기 및 연료",76.714,79.084,81.369,83.926,85.763,91.120,89.283,91.223,95.738,99.035,101.942,104.450,100.736,98.155,98.884,99.020,100.070,100.00,101.48,109.84
,05 가정용품 및 가사 서비스,74.306,74.342,75.081,75.482,76.745,79.867,83.914,84.634,87.462,89.643,90.115,92.036,93.864,95.497,96.513,98.688,100.143,100.00,101.95,107.02
,06 보건,80.628,81.845,83.590,85.137,86.196,88.167,89.755,91.364,92.962,94.335,94.667,95.416,96.705,97.763,98.688,98.504,98.841,100.00,100.12,101.05
,07 교통,83.157,85.400,89.330,93.602,96.423,106.150,101.648,107.268,115.411,118.073,116.722,114.068,102.216,99.052,103.125,106.295,103.289,100.00,108.42,121.70
,08 통신,120.924,118.968,116.831,115.234,112.828,111.105,110.978,109.913,108.174,105.464,105.320,105.260,105.065,105.154,105.476,104.558,102.146,100.00,99.26,100.13
,09 오락 및 문화,97.075,96.892,96.980,94.208,92.325,93.496,95.364,95.719,96.517,96.485,97.388,98.125,98.277,100.240,100.346,100.858,100.939,100.00,100.48,103.68
,10 교육,68.676,71.918,75.460,78.672,82.904,87.399,89.599,90.516,91.157,93.087,94.267,95.103,96.761,98.627,99.959,101.401,102.618,100.00,100.09,100.91
,11 음식 및 숙박,64.857,67.399,69.065,70.336,71.510,75.314,78.410,80.373,84.739,86.614,88.678,89.743,91.441,93.274,95.135,97.236,99.362,100.00,102.92,110.89
,12 기타 상품 및 서비스,63.333,65.072,66.030,69.876,73.419,80.225,85.226,87.865,90.318,86.306,87.245,89.579,91.684,94.825,97.825,97.978,98.963,100.00,101.52,107.24
　　　　　　포항시,0 총지수,70.772,72.874,75.076,76.972,78.961,83.096,84.923,87.494,90.972,93.166,94.446,95.313,95.603,96.484,98.392,99.748,99.903,100.00,102.67,108.64
,01 식료품 및 비주류음료,53.010,56.983,59.118,60.128,62.945,65.699,70.148,74.973,81.934,85.165,85.620,85.798,88.046,90.181,93.377,96.118,95.721,100.00,105.52,111.33
,02 주류 및 담배,51.019,51.707,59.292,59.450,59.524,59.825,60.424,60.685,61.191,62.054,62.932,62.941,97.209,97.662,98.822,99.214,99.602,100.00,100.10,102.09
,03 의류 및 신발,68.459,68.749,69.419,71.230,73.092,75.082,78.923,81.484,84.201,88.253,91.042,94.776,96.044,97.724,98.721,99.781,99.340,100.00,100.46,103.93
,"04 주택, 수도, 전기 및 연료",78.746,80.829,82.912,85.545,87.313,91.962,90.367,92.196,96.945,100.648,103.725,106.470,102.296,99.930,100.171,99.780,100.677,100.00,101.10,109.39
,05 가정용품 및 가사 서비스,73.647,74.893,75.774,75.748,77.542,80.409,84.046,85.618,87.844,89.941,90.776,92.808,94.334,95.992,96.891,99.230,100.652,100.00,102.14,107.84
,06 보건,80.190,81.129,83.070,84.115,85.036,87.119,88.794,90.171,91.892,93.846,94.394,95.287,96.761,97.786,98.752,98.412,98.779,100.00,100.30,101.49
,07 교통,83.507,85.622,89.422,93.825,96.142,106.393,101.856,107.533,114.944,117.586,116.145,113.660,101.937,99.162,103.363,106.433,103.356,100.00,108.02,121.18
,08 통신,120.881,118.915,116.778,115.191,112.778,111.124,110.919,109.913,108.174,105.466,105.322,105.261,105.065,105.154,105.476,104.558,102.146,100.00,99.26,100.13
,09 오락 및 문화,97.513,96.837,97.208,94.308,92.502,93.473,94.850,95.166,96.015,96.388,97.265,98.445,98.731,100.671,100.944,101.433,101.111,100.00,100.55,104.24
,10 교육,65.907,67.790,70.744,73.893,77.736,82.317,83.626,84.309,84.295,87.458,90.220,90.694,93.286,96.330,98.552,100.155,102.413,100.00,100.17,101.54
,11 음식 및 숙박,65.148,67.281,68.614,69.998,71.370,75.132,78.323,80.273,83.712,86.146,88.398,89.033,90.747,92.666,94.646,96.897,99.137,100.00,103.28,111.40
,12 기타 상품 및 서비스,60.970,62.788,63.837,68.439,71.998,79.377,84.788,87.370,89.314,86.017,86.894,89.411,91.949,95.509,98.206,98.514,99.156,100.00,100.99,106.84
　　　　　　경주시,0 총지수,71.139,73.802,76.197,77.740,79.772,84.007,86.274,88.979,92.479,94.450,95.457,96.097,95.674,96.422,98.332,100.026,99.949,100.00,102.47,108.44
,01 식료품 및 비주류음료,55.313,59.019,60.345,60.657,62.819,65.676,70.429,76.291,82.185,85.696,86.894,88.042,88.625,90.862,93.443,96.395,96.540,100.00,105.07,112.33
,02 주류 및 담배,51.162,51.528,59.198,59.124,59.335,59.942,60.603,60.736,61.450,62.336,63.172,63.236,97.782,98.347,99.491,99.516,99.808,100.00,100.07,102.38
,03 의류 및 신발,67.216,67.613,68.401,70.105,72.009,73.953,77.715,80.063,82.919,86.744,89.011,92.670,94.034,95.801,96.994,98.093,98.673,100.00,100.47,103.53
,"04 주택, 수도, 전기 및 연료",74.673,77.990,80.884,83.742,86.391,91.952,90.927,92.470,96.739,99.722,102.394,104.145,100.200,98.031,99.779,100.184,100.133,100.00,101.20,109.32
,05 가정용품 및 가사 서비스,74.739,74.321,73.813,73.597,75.025,79.238,83.513,83.907,86.193,88.697,89.484,91.448,93.277,95.114,96.002,98.040,99.849,100.00,101.83,106.04
,06 보건,81.829,83.380,85.374,87.480,87.978,90.105,91.777,93.222,94.465,95.218,95.301,95.990,97.135,98.425,99.239,99.181,99.060,100.00,100.07,101.17
,07 교통,82.516,85.193,89.338,93.596,96.663,106.385,101.926,107.133,115.152,118.582,117.238,114.434,102.570,99.168,103.284,106.558,103.234,100.00,107.82,120.76
,08 통신,120.871,118.952,116.783,115.255,112.812,111.059,110.933,109.917,108.187,105.468,105.323,105.264,105.065,105.154,105.476,104.558,102.146,100.00,99.26,100.13
,09 오락 및 문화,95.390,95.960,96.332,93.764,91.700,92.728,94.647,95.265,96.757,96.654,97.417,97.833,97.921,100.182,100.446,100.804,100.834,100.00,100.37,103.54
,10 교육,67.342,71.156,74.818,77.412,81.820,86.690,90.756,92.042,93.446,95.504,94.789,95.775,96.362,97.931,98.697,101.800,102.728,100.00,99.75,99.42
,11 음식 및 숙박,65.937,69.350,72.432,73.083,73.754,77.870,81.763,83.925,87.659,89.745,92.491,91.620,92.008,94.189,95.978,98.633,99.801,100.00,102.75,111.23
,12 기타 상품 및 서비스,64.072,65.786,66.476,69.773,74.359,80.425,84.835,86.874,88.401,85.440,86.393,88.206,89.920,92.692,96.836,97.361,98.336,100.00,101.65,107.23
　　　　　　안동시,0 총지수,71.298,73.532,75.742,76.986,78.393,82.420,84.302,87.546,91.697,93.441,93.942,94.773,95.098,96.025,97.869,99.524,99.978,100.00,102.93,109.10
,01 식료품 및 비주류음료,53.493,57.432,58.920,58.105,59.392,62.686,70.037,75.878,80.836,85.622,86.431,86.357,88.261,91.495,93.754,97.313,98.006,100.00,106.04,113.33
,02 주류 및 담배,50.009,50.645,57.820,57.618,57.762,58.191,59.338,59.753,60.514,61.345,62.135,62.192,96.066,97.727,99.354,99.597,99.856,100.00,100.04,101.41
,03 의류 및 신발,67.241,67.543,68.401,70.225,72.203,74.158,77.761,80.191,82.569,86.420,89.365,93.188,94.382,96.181,97.445,98.453,99.099,100.00,100.71,104.16
,"04 주택, 수도, 전기 및 연료",78.249,80.269,83.493,84.759,85.796,93.881,89.226,93.040,98.622,100.236,100.328,101.929,99.328,96.311,96.918,98.350,99.686,100.00,102.25,111.34
,05 가정용품 및 가사 서비스,73.643,73.306,73.361,73.709,74.938,78.147,82.200,83.331,86.741,89.386,89.123,90.561,93.208,94.892,96.103,98.279,99.740,100.00,102.32,107.08
,06 보건,78.401,79.441,80.532,82.170,83.842,86.305,88.245,89.955,92.909,94.283,94.487,95.010,95.586,96.467,97.711,97.728,98.526,100.00,99.29,100.06
,07 교통,81.507,83.787,87.546,91.267,94.689,103.569,99.133,105.054,114.160,116.822,115.641,113.089,101.406,98.438,102.541,105.949,103.031,100.00,108.42,121.27
,08 통신,120.833,118.925,116.822,115.274,112.850,111.214,111.088,109.986,108.245,105.459,105.314,105.263,105.065,105.154,105.476,104.558,102.146,100.00,99.26,100.13
,09 오락 및 문화,97.607,97.590,97.477,94.422,92.253,93.886,95.787,96.209,96.482,96.180,97.315,98.481,98.530,100.025,100.013,100.874,100.790,100.00,100.41,103.40
,10 교육,73.768,78.112,82.608,85.918,88.885,91.577,93.016,93.729,95.448,97.156,97.633,98.490,100.517,101.317,102.727,102.999,102.875,100.00,99.44,100.86
,11 음식 및 숙박,64.880,66.227,67.107,68.617,69.389,72.252,74.881,77.804,83.679,84.424,84.851,86.551,88.325,91.940,94.448,96.357,99.078,100.00,103.65,112.08
,12 기타 상품 및 서비스,63.669,64.724,65.712,68.871,71.072,75.797,79.925,82.827,86.320,83.097,84.599,87.353,89.936,92.740,95.714,96.627,98.275,100.00,101.76,107.18
　　　　　　구미시,0 총지수,71.124,73.855,75.839,77.798,79.694,84.035,85.995,88.603,92.709,94.066,95.161,96.477,96.372,96.594,98.143,99.523,99.758,100.00,102.91,108.91
,01 식료품 및 비주류음료,52.835,57.810,59.058,59.953,61.479,65.466,70.446,75.915,83.405,86.411,87.046,88.628,89.101,90.586,92.827,96.612,95.610,100.00,106.02,113.38
,02 주류 및 담배,51.551,52.279,59.581,59.229,59.462,59.854,60.525,60.842,61.334,62.200,62.957,63.030,97.398,97.986,99.252,99.288,99.673,100.00,100.19,102.42
,03 의류 및 신발,68.040,68.343,68.923,70.628,72.483,74.390,78.296,80.881,83.355,87.249,89.847,92.860,94.273,96.078,97.430,98.486,99.100,100.00,100.55,103.59
,"04 주택, 수도, 전기 및 연료",75.717,77.820,79.344,82.187,83.893,88.753,87.266,88.801,92.907,96.376,100.172,103.159,99.733,96.798,97.563,97.715,99.467,100.00,101.80,110.12
,05 가정용품 및 가사 서비스,75.035,73.835,75.837,77.354,77.802,80.381,84.691,84.350,88.047,89.958,90.059,91.988,93.893,95.357,96.525,98.577,99.862,100.00,101.63,106.63
,06 보건,81.439,82.881,84.515,86.310,87.592,89.050,90.325,92.332,93.470,94.462,94.715,95.415,96.798,97.824,98.636,98.512,98.908,100.00,100.27,100.85
,07 교통,83.784,85.773,89.803,94.233,97.129,106.640,102.098,107.753,116.635,118.843,117.536,114.720,102.655,99.078,102.943,106.101,103.331,100.00,109.31,123.14
,08 통신,121.145,119.091,117.037,115.399,112.980,111.107,110.931,109.913,108.183,105.464,105.320,105.260,105.065,105.154,105.476,104.558,102.146,100.00,99.26,100.13
,09 오락 및 문화,97.557,97.284,96.932,94.331,92.635,93.895,96.407,96.512,97.043,96.636,97.571,97.788,97.847,99.833,99.682,100.188,100.842,100.00,100.51,103.20
,10 교육,71.361,75.587,79.408,83.260,88.522,93.333,95.755,96.792,97.495,97.665,98.039,99.295,100.167,101.045,101.509,102.142,102.713,100.00,100.50,101.15
,11 음식 및 숙박,63.816,66.927,68.333,69.843,71.357,75.435,78.101,79.443,84.793,86.225,88.259,90.735,93.129,93.980,95.490,97.145,99.492,100.00,102.28,109.55
,12 기타 상품 및 서비스,65.257,67.345,68.256,71.782,75.200,82.741,88.070,91.031,94.270,88.405,89.207,91.469,93.072,96.042,98.717,98.181,99.352,100.00,101.97,107.77
　　　경상남도,0 총지수,70.449,72.699,74.616,76.108,77.899,81.878,84.271,87.111,90.778,92.520,93.723,94.997,95.521,96.405,97.952,99.304,99.385,100.00,102.53,107.98
,01 식료품 및 비주류음료,55.378,59.360,60.825,60.998,62.488,65.580,71.140,76.411,82.071,86.286,86.838,87.422,88.329,90.232,92.400,95.453,95.736,100.00,105.15,111.08
,02 주류 및 담배,51.789,52.403,60.319,60.083,60.234,60.581,61.309,61.551,62.120,63.160,64.234,64.142,97.000,97.672,98.973,99.206,99.497,100.00,100.27,102.50
,03 의류 및 신발,68.545,68.685,69.276,71.170,73.190,75.078,78.963,81.275,84.003,88.202,91.031,94.782,95.939,97.731,98.781,99.819,99.455,100.00,100.50,103.71
,"04 주택, 수도, 전기 및 연료",74.520,76.771,78.663,80.709,81.856,86.162,85.979,87.915,92.749,97.000,99.942,102.868,100.611,99.257,100.008,99.787,100.412,100.00,101.34,108.27
,05 가정용품 및 가사 서비스,72.382,72.549,72.851,73.033,75.139,78.903,83.116,84.668,87.745,89.370,89.434,91.573,93.691,94.962,95.877,97.901,100.011,100.00,102.21,107.42
,06 보건,80.655,81.909,83.480,85.052,86.193,88.043,90.652,92.425,93.611,94.274,95.042,95.893,97.092,98.038,98.884,98.535,98.679,100.00,100.02,100.92
,07 교통,81.325,83.212,86.810,90.774,93.618,102.234,98.422,103.376,111.319,113.782,113.142,110.934,100.289,97.770,101.049,104.091,101.669,100.00,107.25,119.00
,08 통신,120.910,118.947,116.720,115.027,112.538,110.835,110.679,109.617,107.826,104.969,104.919,104.927,104.826,104.921,105.254,104.395,102.041,100.00,98.77,99.79
,09 오락 및 문화,94.526,94.208,94.184,91.955,90.558,91.680,93.666,94.294,95.716,96.061,97.176,98.013,97.792,99.539,99.875,100.427,100.517,100.00,100.63,103.12
,10 교육,67.695,70.421,73.203,76.784,82.006,86.990,89.663,92.368,93.785,94.732,95.545,97.346,98.972,100.219,100.984,102.307,102.593,100.00,100.76,101.35
,11 음식 및 숙박,65.731,68.122,69.783,70.888,71.877,75.401,78.036,79.823,83.913,84.105,86.349,88.148,91.952,94.577,96.424,98.140,98.763,100.00,102.87,110.50
,12 기타 상품 및 서비스,60.395,62.083,63.405,66.216,69.170,75.984,81.172,84.532,86.744,83.525,84.193,86.298,88.609,91.679,94.456,96.076,97.689,100.00,101.91,108.17
　　　　　　창원시,0 총지수,-,-,75.060,76.555,78.301,82.340,84.723,87.557,91.198,93.002,94.076,95.587,96.142,96.958,98.461,99.615,99.436,100.00,102.62,107.92
,01 식료품 및 비주류음료,-,-,61.749,62.233,63.895,67.204,72.545,77.665,83.238,87.303,87.333,88.075,89.259,90.785,93.245,96.033,95.927,100.00,105.35,110.39
,02 주류 및 담배,-,-,60.208,60.043,60.194,60.545,61.097,61.353,62.022,63.055,64.045,63.982,96.776,97.572,98.957,99.037,99.215,100.00,100.32,102.33
,03 의류 및 신발,-,-,69.407,71.316,73.277,75.308,79.079,81.401,84.209,88.386,91.258,95.042,96.198,97.981,99.019,100.130,99.483,100.00,100.46,103.68
,"04 주택, 수도, 전기 및 연료",-,-,78.347,80.566,81.402,85.784,85.875,87.887,92.830,97.092,100.117,103.881,101.845,100.446,100.563,100.075,100.506,100.00,101.43,108.37
,05 가정용품 및 가사 서비스,-,-,72.982,73.329,75.396,79.252,83.162,84.493,88.035,89.670,89.220,92.067,94.338,95.865,96.490,98.320,100.125,100.00,102.35,107.75
,06 보건,-,-,83.032,84.602,85.917,87.944,90.573,92.517,93.373,94.012,94.856,95.897,97.137,98.076,99.105,98.634,98.745,100.00,99.98,100.99
,07 교통,-,-,87.509,91.527,94.284,102.633,98.841,103.924,111.614,114.265,113.644,111.427,100.699,98.386,101.717,104.453,101.766,100.00,107.11,118.85
,08 통신,-,-,116.742,115.049,112.549,110.856,110.680,109.618,107.827,104.970,104.919,104.920,104.826,104.921,105.254,104.395,102.041,100.00,98.77,99.79
,09 오락 및 문화,-,-,94.065,91.839,90.577,91.807,93.854,94.394,95.834,96.071,97.381,98.281,97.830,99.542,99.627,100.261,100.466,100.00,100.61,103.18
,10 교육,-,-,73.183,76.312,81.129,86.465,89.319,92.316,93.816,95.307,95.933,97.710,98.908,100.331,101.204,102.159,102.229,100.00,101.09,102.03
,11 음식 및 숙박,-,-,71.041,71.881,72.906,76.470,79.081,80.761,85.022,85.199,87.331,89.389,93.163,95.427,97.144,98.311,98.522,100.00,103.16,110.31
,12 기타 상품 및 서비스,-,-,64.264,66.851,69.881,76.500,81.721,84.752,87.012,84.061,84.331,86.666,89.267,92.435,95.357,97.466,98.529,100.00,101.83,108.38
　　　　　　김해시,0 총지수,-,-,72.944,74.348,76.263,80.122,82.736,85.695,89.537,91.473,92.849,93.802,94.464,95.528,97.191,98.752,99.167,100.00,102.48,108.04
,01 식료품 및 비주류음료,-,-,57.322,57.542,59.272,62.219,67.946,73.076,79.300,84.124,84.899,85.144,85.827,88.469,90.315,94.096,95.205,100.00,105.49,112.22
,02 주류 및 담배,-,-,60.709,60.253,60.451,60.724,61.418,61.700,62.215,63.354,64.545,64.399,97.347,97.823,98.884,99.390,99.917,100.00,100.39,102.56
,03 의류 및 신발,-,-,68.832,70.817,72.888,74.431,78.469,80.880,83.502,87.687,90.371,94.104,95.231,97.048,98.087,98.959,99.175,100.00,100.49,103.73
,"04 주택, 수도, 전기 및 연료",-,-,78.550,80.154,81.581,85.528,85.312,87.185,92.764,97.589,100.657,102.588,100.392,99.227,100.260,99.852,100.484,100.00,100.68,107.05
,05 가정용품 및 가사 서비스,-,-,72.603,72.881,75.150,79.379,83.317,85.475,87.662,89.345,90.039,91.274,92.974,93.962,95.509,97.754,99.906,100.00,102.14,107.45
,06 보건,-,-,84.805,86.388,87.158,88.620,90.804,92.442,94.221,94.354,94.807,95.527,96.821,97.755,98.265,97.990,98.407,100.00,100.04,100.95
,07 교통,-,-,85.735,89.422,92.051,100.968,97.788,102.492,110.981,113.063,112.542,110.175,99.600,96.684,99.849,103.499,101.530,100.00,107.34,119.30
,08 통신,-,-,116.714,115.003,112.562,110.859,110.714,109.602,107.813,104.955,104.924,104.927,104.826,104.921,105.254,104.395,102.041,100.00,98.77,99.79
,09 오락 및 문화,-,-,93.694,91.688,89.877,90.759,92.515,93.437,95.205,95.821,96.344,97.100,97.337,99.195,100.092,100.590,100.683,100.00,100.45,102.68
,10 교육,-,-,72.294,75.740,81.914,86.186,88.866,91.509,92.714,93.107,94.756,96.521,99.428,100.229,101.065,102.353,103.267,100.00,100.59,100.51
,11 음식 및 숙박,-,-,66.892,67.929,68.894,72.232,75.393,77.128,81.074,81.695,84.183,85.664,89.761,93.243,95.881,98.119,98.764,100.00,102.74,111.18
,12 기타 상품 및 서비스,-,-,60.186,62.840,65.378,73.021,78.619,83.302,84.989,81.989,83.360,85.194,87.084,89.890,92.458,93.544,95.712,100.00,101.96,107.67
　　　　　　양산시,0 총지수,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,102.28,108.34
,01 식료품 및 비주류음료,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,104.06,111.83
,02 주류 및 담배,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,100.15,102.33
,03 의류 및 신발,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,100.62,103.86
,"04 주택, 수도, 전기 및 연료",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,101.66,109.43
,05 가정용품 및 가사 서비스,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,101.92,106.67
,06 보건,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,99.89,101.16
,07 교통,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,107.46,118.94
,08 통신,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,98.77,99.79
,09 오락 및 문화,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,100.99,103.64
,10 교육,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,100.18,100.85
,11 음식 및 숙박,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,102.30,111.09
,12 기타 상품 및 서비스,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,101.74,108.45
　　　　　　진주시,0 총지수,71.297,73.438,75.644,77.321,79.074,82.976,85.163,87.949,91.284,92.640,94.007,94.975,95.184,96.007,97.522,99.167,99.535,100.00,102.59,107.77
,01 식료품 및 비주류음료,57.565,60.915,63.054,62.329,63.038,65.750,71.724,77.556,82.655,86.475,88.408,88.994,89.297,91.224,92.987,95.742,95.967,100.00,105.12,110.66
,02 주류 및 담배,51.576,52.262,60.083,59.953,60.088,60.539,61.745,61.841,62.191,63.175,64.364,64.252,97.171,97.735,99.126,99.437,99.723,100.00,100.07,103.02
,03 의류 및 신발,68.952,68.910,69.501,71.337,73.347,75.368,79.266,81.496,84.172,88.422,91.334,95.000,96.208,97.993,99.105,100.149,99.819,100.00,100.50,103.59
,"04 주택, 수도, 전기 및 연료",76.400,78.461,80.185,82.310,83.921,88.566,87.690,89.462,92.846,96.104,98.611,100.211,97.157,95.670,97.946,98.832,100.057,100.00,101.71,108.69
,05 가정용품 및 가사 서비스,73.049,73.066,72.914,72.489,74.537,77.514,82.879,84.306,87.102,88.641,89.503,90.576,92.786,93.675,94.544,96.846,99.825,100.00,102.14,107.16
,06 보건,80.307,81.233,83.154,84.637,85.850,87.603,90.618,92.156,93.600,95.090,96.065,96.455,97.391,98.374,99.137,99.039,98.883,100.00,100.21,100.47
,07 교통,80.858,82.749,86.201,90.295,93.642,102.600,98.017,102.957,110.920,113.332,112.483,110.523,100.082,97.511,100.789,103.855,101.601,100.00,107.31,119.09
,08 통신,120.930,118.899,116.707,114.996,112.545,110.901,110.726,109.560,107.835,104.976,104.914,104.923,104.826,104.921,105.254,104.395,102.041,100.00,98.77,99.79
,09 오락 및 문화,95.512,95.479,95.286,92.879,91.466,92.562,94.738,95.326,96.223,96.389,97.715,98.466,98.345,100.032,100.329,100.706,100.408,100.00,100.57,103.10
,10 교육,67.928,71.325,74.604,79.510,84.795,89.606,91.813,93.787,95.358,95.248,95.447,97.368,98.508,99.866,100.194,102.684,102.726,100.00,100.62,101.13
,11 음식 및 숙박,65.520,68.320,70.437,72.286,73.213,76.858,78.966,81.050,84.866,84.419,86.653,88.076,91.560,94.008,95.032,97.645,99.475,100.00,102.78,109.54
,12 기타 상품 및 서비스,60.936,62.848,65.342,69.028,72.192,78.601,83.164,85.680,88.579,84.253,85.186,86.948,88.926,92.097,94.748,95.668,98.122,100.00,102.20,108.05
　　　제주특별자치도,0 총지수,70.402,73.223,75.058,76.503,78.135,82.131,83.620,86.446,90.156,91.257,92.519,93.550,94.149,95.366,97.553,99.252,99.574,100.00,102.63,108.71
,01 식료품 및 비주류음료,53.056,57.331,58.296,57.883,59.748,63.460,68.498,72.521,79.495,83.403,84.917,85.686,87.849,89.968,92.290,95.928,96.679,100.00,105.99,112.66
,02 주류 및 담배,53.363,54.117,61.591,61.406,61.622,61.775,62.243,62.510,63.354,64.276,65.122,65.079,97.366,97.728,98.892,99.160,99.804,100.00,99.95,101.34
,03 의류 및 신발,69.004,69.271,70.002,71.689,73.486,75.405,79.151,81.830,84.448,88.287,90.722,94.453,95.795,97.835,98.942,100.081,100.208,100.00,100.46,103.68
,"04 주택, 수도, 전기 및 연료",72.522,75.693,77.824,78.815,79.782,85.249,81.805,85.041,90.150,93.242,95.830,97.084,95.056,95.169,97.908,100.183,100.772,100.00,102.02,108.86
,05 가정용품 및 가사 서비스,72.140,73.637,73.699,74.541,75.615,78.827,82.677,83.420,86.534,88.607,88.956,90.818,93.361,94.535,95.876,97.699,99.922,100.00,102.33,107.50
